Muestreo	Area_dialecta	COSERID	EjemploID	Ejemplo	Tipo	Pron_reflexivo	Verbo	Sdo_tipic_refl	Tipo_semantico	Tipo_sintactico	Compl_direccion	Anim_CD	Aspectualidades	Tipo_dativo	Presencia_del_dativo	Persona_verbal	Animacion_sujeto
Exhaustivo	Resto	1205	1205281	Antes llevaban las vacas a algún pueblo donde había toros.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Animal	SD		NA	3pl	Humano
Exhaustivo	Resto	1205	1205316	[abejas, miel] Donde salen las moscas, ahí están metidas, cuando llega ya noviembre o así o diciembre, vas a catarlas, llevas una humera.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1205	1205325	lo echas a un recipiente que lleves, un balde, llamamos balde, un barreñón, lo que lleves, echas... 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1205	1205326	lo echas a un recipiente que lleves, un balde, llamamos balde, un barreñón, lo que lleves, echas... 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1205	1205355	y yo me acuerdo de pequeña, cómo mi madre con otra... cuñada y otra cuñada estaban haciendo las velas allí para poder llevarlas a la iglesia 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1205	1205362	Yo estuve mucho tiempo con un sacerdote, porque era familia... y era pequeña y me llevaban allá muchas veces 	Verbo se	No	llevar		Movimiento	Transitivo	Adverbio	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1212	1212019	E2: ¿Y quién compraba esos huevos? I1: En Potes, llevaban a Potes y los vendían pa sacar pa aceite, pa sacar pa cosas, eso... claro.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Nulo		NA	3pl	Humano
Exhaustivo	Resto	1212	1212104	y a lo mejor pues va pilla una oveja y marcha con ella y le lleva bajo el brazo, y marcha con ella	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3sg	Animal
Exhaustivo	Resto	1212	1212221	Sí pero mi padre tenía los abuelos en [A-PIn: Barrio] en ese pueblo de al lao y... y le llevaban allí pa [A-Inn] que se le escapaba el crio	Verbo se	No	llevar		Movimiento	Transitivo	Adverbio	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1219	1219130	Pos los terneros se venden en la feria y los compran, pos no sé. Los llevarán pa... no sé, pa recriar o... pos pa carne, me supongo. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1219	1219148	[para dar a luz] Y… me tuvieron que llevar al hospital.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1219	1219287	[a la nieta] Ayer tarde vino a buscarla… y mañana a la tarde la vuelve a llevar, la, la vuelve a traer.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1228	1228050	[las vacas] Y cuando trabajaba por la mañana pues ella las orillaba y [su mujer] las llevaba al prao; y pues, por la tarde pues ya lo hacía yo. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Animal	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1228	1228051	[la leche] Lo llevábamos a la fábrica. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	1pl	Humano
Exhaustivo	Resto	1228	1228102	Eso es, harina, harina de maíz y había molinos, iba, llevaba la harina, [A-Inn] maíz, traías harina y después se hacía en casa 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	1228	1228114	[a los niños en el autobús] Y luego los, los llevan y los traen. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1228	1228117	[a los niños en el autobús] Los llevan por la mañana, los traen a medio día, los vuelven a buscar a las dos, los traen a la tarde. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1228	1228206	"Nosotros…, ah, ah la mujer mía to los críos que pasan por ahi les dice: ""subir, subir y coger ciruelas, subir y subir y co–, coger ciruelas"". y esos son, esos son los críos que suelen llevarlas. "	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1232	1232033	[las vacas] No, no, se vendían. O sea, la vaca cuando venía a parir pues la llevaban a [A-Inn] y se vendía y, y criaban una mejor de la cría de ella, y otras dos crías, [A-PIn: o tres] más y se quedaba una más en casa.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Animal	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1232	1232339	Se me perdieron dos y nacieron dos corderos allá también y baje las justas, las que llevé. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Animal	SD		NA	1sg	Humano
Exhaustivo	Resto	1404	1404009	Cuatro meses allí en el pantano que se llama, que tiene la ermita que es el castillo, se dice y se la llevan a Solana y está otros cuatro meses. 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1404	1404015	Se hacen dos romerías: una al lleva(0=r)la, y otra al trae(0=r)la. . .y. . .	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	NA	Humano
Exhaustivo	Resto	1404	1404102	[25000 pesetas de multa ]Y, claro, pues al entera(0=r)se, pues le dio enfado y tuvo que llevarlas al ayuntamiento. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1404	1404141	poblaron allí en Santa María, a sete, ocho kilómetros, luego la riada de las aguas se la llevó, la volvieron a poner más acá, se la llevó dos veces y luego ya la situaron aquí...	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Inanimado
Exhaustivo	Resto	1404	1404142	poblaron allí en Santa María, a sete, ocho kilómetros, luego la riada de las aguas se la llevó, la volvieron a poner más acá, se la llevó dos veces y luego ya la situaron aquí...	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Inanimado
Exhaustivo	Resto	1404	1404156	a coger espigas del suelo, las que cuando se terminaban quedaba y eso pues lo llevabas y te daban un pan en los hornos 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	2sg	Humano
Exhaustivo	Resto	1404	1404165	o que te lo llevaran a tu casa, si no podías, pues la mayoría era hacer cola allí hasta que te tocaba y te daban por ejemplo...	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre	Destinatario	Sí	3pl	Humano
Exhaustivo	Resto	1404	1404172	[robando] y si te cogían pues etonces ese le pegaban o lo llevaban al cuartel de la guardia civil, le pegaban una paliza a bien, y a muchos no lo contaban. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1404	1404180	un queso, a lo mejor si, si lo compraban, que lo podían comprar y se dedicaban, pues todas las semanas a llevarle de comer porque allí lo pasaban mu mal.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Partitivo	Destinatario	Sí	3pl	Humano
Exhaustivo	Resto	1414	1414112	[las gallinas] Si estaba en el campo, si se estaba por aquí en alguna casa que no tenía mucho correl, la soltaba [A-Inn] en las orillas del pueblo que se salían, pues igual llegaban los gitanos y se las llevaban.	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1414	1414138	Como casi todos los que se mueren, se mueren en Ciudad Real en los hospitales y ya les llevan al tanatorio. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1414	1414242	[ablentar] Se hace aire, se tira pa arriba, y se, se queda el grano aquí y la paja se la lleva a hacer puñetas...	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Inanimado
Exhaustivo	Resto	1414	1414273	Me quedé allí en la escuela. Llevé un cuadernito. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1sg	Humano
Exhaustivo	Resto	1414	1414409	Venían las mujeres con cántaros de esos de barro a las caderas y se lo llevaban o a mí mismo, entonces yo era un chico, 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1414	1414458	A la universidad lo lleváis to estas cosas y os pagan. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	2pl	Humano
Exhaustivo	Resto	1414	1414465	Mi padre se lo llevaron a la guerra, pues lloraba como un chiquejo, [A-Inn] a mi padre... 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1414	1414533	Se llevaban la aceituna y esto estaba abandonao. 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	1414	1414536	Tenías que llevar tu permiso de la finca.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1414	1414546	pero hay que saber a quién se le compra, porque si tú sabes que yo no tengo olivos y que llevo la aceituna 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1sg	Humano
Exhaustivo	Resto	1414	1414547	No, no, no, pues la aceituna te la llevas, yo no la quiero, porque esa aceituna es probable que venga rob(á=ada) y eso ya la gente se lo ha mirao mucho. 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	2sg	Humano
Exhaustivo	Resto	1414	1414572	Y se le llevó pues como de aquí a donde estaba el cuartel viejo, pero mira se volvió otra vez el cabrón, 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep a, de	Animal	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1514	1514023	voy apañar un camión pa llevar unos pocos avíos por ahí al mataero.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a, por	Inanimado	SD		NA	1sg	Humano
Exhaustivo	Resto	1514	1514029	entonces le, le clavaban el cuchillo y llevaba un lebrillo.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	1514	1514033	a lo mejor vendían los jamones, los llevaban a salarlos por ahí, 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep por	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1514	1514100	pasabamos a la salailla a Valsequillo pa llevar el grano 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1pl	Humano
Exhaustivo	Resto	1514	1514208	no ((había parón)) pa llevar a la gente, 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	NA	Humano
Exhaustivo	Resto	1514	1514258	si tú te llevas una cosa porque te hace falta, mira, aunque sea robá, pero destrozá no, 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1514	1514342	llevamos a Córdoba y duró dos dias, con el parkisón 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Nulo		NA	1pl	Humano
Exhaustivo	Resto	1514	1514370	y entonces trincó y na tenía que hacer la autopsia llevárselo a Montilla 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	NA	Humano
Exhaustivo	Resto	1514	1514403	siempre tenías que llevar un lazarillo, 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	2sg	Humano
Exhaustivo	Resto	1514	1514405	bueno..., que tenías que llevar siempre una chavalilla o algo 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	2sg	Humano
Exhaustivo	Resto	1607	1607095	Con la ESO y esa monserga que han cogío ahora los llevan a otros pueblos a institutos...	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607096	lo que pasa que a partir de doce años ya se los llevan a Carboneras que hay un instituto 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607097	y hay pa hacer convivencias y cosas de esas y se los llevan ahí, 	Verbo se	Sí	llevar		Movimiento	Transitivo	Adverbio	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607099	y yo digo con los maestros que hay ¿por qué cierran, por qué se los llevan de doce años a Carboneras? 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607231	Antes llevabas un pollo o un conejo y ya ibas a la boda.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1607	1607238	I4: Sí, están recogiendo todas las cosas antiguas de fotografías de cosas, de cosas, van a hacer un libro y no sé qué... I3: Y a los, y a los viejos no se nos llevan.	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607239	¡Oy, no por Dios, Pepe, que no te me lleven! 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre	Ablativo	Sí	3pl	Humano
Exhaustivo	Resto	1607	1607241	No, no, no, no, no, que no te se lleven no, que dures otros ochenta.	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607322	Te ibas a hacer una paella al río, te llevabas un conejo o un pollo y a | una sandía y ya estaba, ya comías ahí en el río y to el día en el río.	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1607	1607446	Hacemos cosas dulces para al momento llevarlo, la Inesita hizo...	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1pl	Humano
Exhaustivo	Resto	1607	1607507	que ahora los abuelos crían también a los nietos y cuando...ya no se pueden valer, entonces los llevan a una residencia.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607578	[una cesta] La llevaba ¿eh?, 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	Ambigua	Humano
Exhaustivo	Resto	1607	1607663	Oye, pues eso es lo que tienes que poner, a...como, a tu manera, luego lo llevas a la editorial y allí te corrigen las faltas.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	2sg	Humano
Exhaustivo	Resto	1607	1607729	Hombre, mira, de | nadie puede decir nada de nada, porque... | ahora, yo, si tienen que llevarme a la residencia, mañana voy y pido plaza aquí.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607735	Estás en tu pueblo, te llevan a un pueblo extraño, te parten por medio.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1607	1607739	Cuando la mujer ya no ha podío, pues se la han llevao sus hijos...	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1834	1834076	No, un vez me llevaron a, a Sevilla, a mi marido es que no le gusta que vaya a ningún lado 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1834	1834134	Como se lo llevaron a otro dia muerto a pa, para Granada .	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep para	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1834	1834145	Llamaron la ambulancia y se lo llevaron pero a otro dia muerto, 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1834	1834155	"el practicante y el médico ""nos vamos con él"" que le llevaban suero le llevaban | "	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo	Destinatario	Sí	3pl	Humano
Exhaustivo	Resto	1834	1834156	"el practicante y el médico ""nos vamos con él"" que le llevaban suero le llevaban | "	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	NA		NA	3pl	Humano
Exhaustivo	Resto	1834	1834168	nos llevaban los padres a Órjiva. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1834	1834190	Mira, llevó al nieto, llevó al otro nieto llevó a Alicia que esa vive en Granada la Alicia, la niña, ... al Antonio a mi hijo, estaba allí mi Juanjo, estaba trabajando allí, a mi hija a la Mari Áng... a todos les llevaba. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1834	1834191	Mira, llevó al nieto, llevó al otro nieto llevó a Alicia que esa vive en Granada la Alicia, la niña, ... al Antonio a mi hijo, estaba allí mi Juanjo, estaba trabajando allí, a mi hija a la Mari Áng... a todos les llevaba. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
Exhaustivo	Resto	1834	1834192	Mira, llevó al nieto, llevó al otro nieto llevó a Alicia que esa vive en Granada la Alicia, la niña, ... al Antonio a mi hijo, estaba allí mi Juanjo, estaba trabajando allí, a mi hija a la Mari Áng... a todos les llevaba. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
Exhaustivo	Resto	1834	1834193	Mira, llevó al nieto, llevó al otro nieto llevó a Alicia que esa vive en Granada la Alicia, la niña, ... al Antonio a mi hijo, estaba allí mi Juanjo, estaba trabajando allí, a mi hija a la Mari Áng... a todos les llevaba. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3sg	Humano
Exhaustivo	Resto	1834	1834196	Tres veces los llevó, y el coche que tenemos que era un Mizubizi fue ahí a… 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1834	1834198	"Era y es, que está allí [A-Inn] a comprarlo allí, si, han ido tres, tres veces pero yo siempre el billete, digo, ""Lleva a tu hija, lleva a tu hija"". "	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	2sg	Humano
Exhaustivo	Resto	1834	1834199	"Era y es, que está allí [A-Inn] a comprarlo allí, si, han ido tres, tres veces pero yo siempre el billete, digo, ""Lleva a tu hija, lleva a tu hija"". "	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	2sg	Humano
Exhaustivo	Resto	1834	1834267	A mi marío, con mi padre... nos llevaba pero toda esas sierras que tú ves ahí, toda esa las hemos corrío, ((na(=da) más llevaba)) una... una bolsa de... con comida. 	Verbo se	No	llevar		Movimiento	Transitivo	NA	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1834	1834424	Sí… sí… la guardia civil… sí… pasaban… una… una vez llevaban a uno … que pasaba… que pasó por allí y paró porque si es que todo era como… 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3pl	Humano
Exhaustivo	Resto	1834	1834450	enfrente hay una de esas, ahí abajo… le dicen el Cerro del Moro… se lo llevaron y lo… y lo… iban cuatro… a los cuatro los conocía yo… 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1834	1834460	Si… y mi padre… de aquí cuando terminó la guerra, se llevaron una pila… de aquí. 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep de	Humano	SD		NA	3pl	Humano
Exhaustivo	Resto	1834	1834465	Si aquí cargaban camiones y se llevaban a fusilarlos y aquello… y dicen… 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Nulo		NA	3pl	Humano
Exhaustivo	Resto	1834	1834484	"y le dice ""Juanico, mira que los traigo y están que me se caen esmayaíco de hambre vamos a llevarlo a Órgiva"" "	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	1sg	Humano
Exhaustivo	Resto	1834	1834498	¿Mi padre? No había… mi padre… ahí está mi marío que venía… íbamos… porque un día nos… empeñamos en llevarle la… la migas pa(=ra) que se las comiera calenticas, 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	1pl	Humano
Exhaustivo	Resto	1834	1834550	¡Pa estos se los llevaba! Pa'l pa(=dr)e, pa(=ra)… para moler, 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1834	1834570	Ese era el dueño del camión que llevaba… que se los llevó a…, se los trajo aquí a Órgiva, to(=do)s los que estaban prisioneros allí.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	NA		NA	3sg	Vehículo
Exhaustivo	Resto	1834	1834571	Ese era el dueño del camión que llevaba… que se los llevó a…, se los trajo aquí a Órgiva, to(=do)s los que estaban prisioneros allí.	Verbo se	Sí	llevar		Movimiento	Transitivo	NA	Humano	Pronombre		NA	3sg	Vehículo
Exhaustivo	Resto	1834	1834625	que yo si puedo pero este, pos hay que tener…, pa llevarlo pa… pa los médicos, porque como yo tengo el tratamiento del sintrón	Verbo se	No	llevar		Movimiento	Transitivo	Cprep para	Humano	Pronombre		NA	NA	Humano
Exhaustivo	Resto	1834	1834740	que teníamos un coche pa llevar los, antes de meterse en la [A-Inn] pa llevar a ((xxx)) pa llevar los, a los ingenieros 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	1pl	Humano
Exhaustivo	Resto	1834	1834741	que teníamos un coche pa llevar los, antes de meterse en la [A-Inn] pa llevar a ((xxx)) pa llevar los, a los ingenieros 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	NA		NA	1pl	Humano
Exhaustivo	Resto	1834	1834742	que teníamos un coche pa llevar los, antes de meterse en la [A-Inn] pa llevar a ((xxx)) pa llevar los, a los ingenieros 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	1pl	Humano
Exhaustivo	Resto	1834	1834743	y me llevaban pa que yo hablara como estoy hablando aquí con vosotros, 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	1834	1834789	I1: Pero llévate mis señas.	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	1907	1907083	"Pues iba a ayuda(0=r)le a una cuñada que estaba su marido enfermo, a vestirlo y a, o sea, a llevarlo a la cama, y vine una noche y digo pues, anda, qué hay ahí, ""¡cus!, ven"" y a casa en donde está el perro bajaba, hasta que vengo y me quedo ahí y te la veo allí mirándome, "	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	1907	1907102	y luego aparte pues llevamos la merienda que se decía, la comida.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1pl	Humano
Exhaustivo	Resto	1907	1907176	Hombre, la siembra, pues había a lo mejor que traerlo de otra parte o llevarlo a la limpiadora para que no quedara ninguna semilla. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	1907	1907180	Pero sí, sí el trigo se, se vendía todo, y hasta incluso ibas el cambio que se decía, llevabas trigo y te traías las sacas de harina.	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo		NA	2sg	Humano
Exhaustivo	Resto	1907	1907222	[de pequeño iba al campo] Uy, desde nueve años, con las caballerías a llevar la comida al campo, a llevar los corderos a los ricios, los rícios quiere decirse pa que comieran. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	1sg	Humano
Exhaustivo	Resto	1907	1907223	[de pequeño iba al campo] Uy, desde nueve años, con las caballerías a llevar la comida al campo, a llevar los corderos a los ricios, los rícios quiere decirse pa que comieran. 	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Animal	SD		NA	1sg	Humano
Exhaustivo	Resto	1907	1907241	Te cogían de la mano, cada una y que quisieras y que no, te llevaban... Y se pasaba bien.	Verbo se	No	llevar		Movimiento	Transitivo	NA	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	2122	2122176	Y luego al domingo siguiente vuelven a llevar la virgen otra vez a, a su ermita. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3pl	Humano
Exhaustivo	Resto	2122	2122202	Y entonces le llevaba a mi padre, que estaba trabajando, le llevaba el bollo, y ella por el camino se comía el suyo. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	NA	Destinatario	Sí	3sg	Humano
Exhaustivo	Resto	2122	2122203	Y entonces le llevaba a mi padre, que estaba trabajando, le llevaba el bollo, y ella por el camino se comía el suyo. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3sg	Humano
Exhaustivo	Resto	2122	2122250	Y se los llevaban, a quien tenían que coger, y le metían en una sala, le pegaban. [los guardias civiles]	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	2122	2122267	Y a mi abuela, por parte de madre, a mi abuela era mu lista; y... se las llevaron a Higuera y allí las mataron, cuarenta mujeres de aquí del pueblo. 	Verbo se	Sí	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	2122	2122448	Y lo uniquito que tenemos que pagar, el ayuntamiento, es para que se quede allí el coche, para que nos lleve a los sitios y para el seguro de cuando nos bajamos del autobús ya no tenemos seguro.	Verbo se	No	llevar		Movimiento	Transitivo	Cprep a	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	2122	2122599	bueno mi hijo esta mañana me llevó un café a las siete y media. 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3sg	Humano
Exhaustivo	Resto	2122	2122617	Vino, hizo lo que quir- |lo que quiso, se llevó lo que quiso y ((ya)) está. 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	2122	2122636	Lo llevó su padre, porque mi hijo es... 	Verbo se	No	llevar		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	2122	2122691	Yo tengo unas cosas preciosas de mi cama y, y tampoco se lo llevó. 	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
Exhaustivo	Resto	2122	2122692	"Porque yo no las pongo y digo: ""llévatelas hija"". ""Me voy a llevar yo esto"". "	Verbo se	Sí	llevar		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1sg	Humano
