Muestreo;Area_dialecta;COSERID;EjemploID;Tipo;Pron_reflexivo;Verbo;Tipo_semantico;Tipo_sintactico;Heavy_form;Persona_verbal;Animacion_sujeto;Tiempo_verbal
No_exhaustivo;Resto;204;204004;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;gerundio
No_exhaustivo;Resto;204;204508;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;204;204728;Verbo_se;No;discutir;Reciproco_natural;Intransitivo_discontinuo;NA;3sg;Humano;presente_perfecto
Exhaustivo;Resto;211;211210;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;gerundio
No_exhaustivo;Resto;222;222202;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;infinitivo
No_exhaustivo;Resto;222;222203;Verbo_se;No;discutir;Reciproco_natural;Intransitivo_discontinuo;con;1sg;Humano;presente_perfecto
No_exhaustivo;Resto;222;222340;Verbo_se;No;discutir;Reciproco_natural;Intransitivo_discontinuo;con;1sg;Humano;pasado_perfecto
No_exhaustivo;Resto;222;222613;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;222;222666;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;1015;1015494;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;1514;1514084;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;presente
Exhaustivo;Resto;1514;1514425;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;NA;Humano;infinitivo
Exhaustivo;Resto;1514;1514430;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;presente
Exhaustivo;Resto;1514;1514432;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;presente
No_exhaustivo;Resto;1636;1636079;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;2pl;Humano;imperativo
Exhaustivo;Noroeste;2401;2401241;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;presente
Exhaustivo;Noroeste;2401;2401242;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;presente_subjuntivo
Exhaustivo;Noroeste;2401;2401243.1;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;presente_subjuntivo
Exhaustivo;Noroeste;2401;2401243.2;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;presente_subjuntivo
Exhaustivo;Noroeste;2401;2401499;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;2506;2506721;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;presente
Exhaustivo;Resto;2506;2506722;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;presente
Exhaustivo;Resto;310;3101020;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;NA;Humano;infinitivo
Exhaustivo;Resto;310;3101021;Verbo_se;No;discutir;Reciproco_natural;Intransitivo_discontinuo;NA;2sg;Humano;presente
No_exhaustivo;Resto;3203;3203417;Verbo_se;Si;discutir;Reciproco_natural;Intransitivo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102197;Verbo_se;No;discutir;Reciproco_natural;Intransitivo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4206;4206317;Verbo_se;Si;discutir;Reciproco_natural;Intransitivo;NA;3sg;Humano;presente
Exhaustivo;Resto;4719;4719219;Verbo_se;No;discutir;Reciproco_natural;Intransitivo_discontinuo;NA;1sg;Humano;presente_perfecto
Exhaustivo;Resto;4719;4719250;Verbo_se;No;discutir;Reciproco_natural;Intransitivo_discontinuo;con;1pl;Humano;presente
No_exhaustivo;Resto;4720;4720077;Verbo_se;No;discutir;Reciproco_natural;Intransitivo;NA;3sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;1015;1015197;Verbo_se;Si;disgustar;Reciproco_natural;Directo;NA;1pl;Humano;pasado_perfecto
No_exhaustivo;Resto;1636;1636110;Verbo_se;Si;distinguir;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;103;103062;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
No_exhaustivo;Resto;103;103223;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;presente
No_exhaustivo;Resto;204;204552;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente_perfecto
No_exhaustivo;Resto;222;222517;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;1514;1514423;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;presente
Exhaustivo;Resto;2506;2506739;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2506;2506740;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;2506;2506741;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2506;2506742;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
Exhaustivo;Resto;2506;2506743;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4719;4719060;Verbo_se;Si;divorciar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2301;2301283;Verbo_se;Si;echar;Reciproco;Indirecto;NA;1pl;Humano;infinitivo
Exhaustivo;Resto;3614;3614261;Verbo_se;Si;elegir;Reciproco;Directo;unas_a_otras;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;2207;2207256;Verbo_se;Si;emprender;Reciproco;Directo;NA;3pl;Humano;presente_perfecto
No_exhaustivo;Resto;204;204224;Verbo_se;Si;enamorar;Reciproco;Anticausativo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Noroeste;588;588319;Verbo_se;Si;enamorar;Reciproco;Anticausativo;NA;3pl;Humano;pasado_perfecto
No_exhaustivo;Resto;1012;1012338;Verbo_se;Si;enamorar;Reciproco;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;1020;1020138;Verbo_se;Si;enamorar;Reciproco;Anticausativo;NA;1pl;Humano;presente
No_exhaustivo;Resto;1636;1636384;Verbo_se;Si;enamorar;Reciproco;Anticausativo;NA;3pl;Humano;pasado_perfecto
No_exhaustivo;Resto;204;204472;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;NA;1sg;Humano;presente
Exhaustivo;Resto;922;922283;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;1020;1020047;Verbo_se;Si;encontrar;Reciproco_natural;Directo;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;1401;1401251;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;2pl;Humano;presente
Exhaustivo;Resto;1607;1607167;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;3sg;Humano;presente
Exhaustivo;Resto;2122;2122707;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;3pl;Humano;futuro
No_exhaustivo;Resto;2206;2206018;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;1pl;Humano;presente_perfecto
No_exhaustivo;Resto;2206;2206066;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;2207;2207619;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;1sg;Humano;presente
No_exhaustivo;Resto;3228;3228118;Verbo_se;Si;encontrar;Reciproco_natural;Directo;NA;1pl;Humano;presente
No_exhaustivo;Resto;3610;3610029;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;2sg;Humano;presente_perfecto
Exhaustivo;Resto;3806;3806541;Verbo_se;Si;encontrar;Reciproco_natural;Directo;NA;2sg;Humano;infinitivo
Exhaustivo;Resto;3806;3806653;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;3sg;Humano;presente
No_exhaustivo;Resto;4218;4218215;Verbo_se;Si;encontrar;Reciproco_natural;Directo;NA;1pl;Humano;presente
No_exhaustivo;Resto;4508;4508319;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;3sg;Humano;presente
No_exhaustivo;Resto;4613;4613157;Verbo_se;Si;encontrar;Reciproco_natural;Discontinuo;con;1sg;Humano;presente
Exhaustivo;Noroeste;2801;2801161;Verbo_se;Si;enemistar;Reciproco_natural;Anticausativo_discontinuo;con;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3423;3423358;Verbo_se;Si;enfadar;Reciproco;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto_
No_exhaustivo;Resto;4602;4602137;Verbo_se;Si;enfadar;Reciproco;Anticausativo_discontinuo;NA;3pl;Humano;pasado_perfecto
No_exhaustivo;Resto;4720;4720076;Verbo_se;Si;enfadar;Reciproco;Anticausativo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;3601;3601205;Verbo_se;Si;enganchar;Reciproco_natural;Anticausativo_discontinuo;con;1sg;Humano;pasado_perfecto
No_exhaustivo;Resto;222;222087;Verbo_se;Si;enojar;Reciproco;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Noroeste;2403;2403403;Verbo_se;Si;enrollar;Reciproco;Anticausativo_discontinuo;con;2sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;106;106241;Verbo_se;Si;entender;Reciproco;Discontinuo;con;2pl;Humano;presente
Exhaustivo;Resto;404;404165;Verbo_se;Si;entender;Reciproco;Discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404220;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;922;922280;Verbo_se;Si;entender;Reciproco;Discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;922;922281;Verbo_se;Si;entender;Reciproco;Discontinuo;NA;3sg;Humano;presente
No_exhaustivo;Resto;1636;1636033;Verbo_se;Si;entender;Reciproco;Directo;los_unos_con_los_otros;2pl;Humano;imperativo
No_exhaustivo;Resto;1636;1636163;Verbo_se;Si;entender;Reciproco;Directo;NA;2pl;Humano;presente
No_exhaustivo;Resto;1636;1636177;Verbo_se;Si;entender;Reciproco;Directo;NA;3pl;Humano;presente
Exhaustivo;Resto;1834;1834684;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;presente
No_exhaustivo;Resto;2314;2314430;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2506;2506584;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;presente
Exhaustivo;Resto;2506;2506744;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;presente
Exhaustivo;Resto;310;3100723;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;presente
Exhaustivo;Resto;310;3100758;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;presente
Exhaustivo;Resto;3107;3107160;Verbo_se;Si;entender;Reciproco;Directo;NA;1pl;Humano;presente
No_exhaustivo;Resto;3706;3706192;Verbo_se;Si;entender;Reciproco;Directo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;4301;4301007;Verbo_se;Si;entrevistar;Reciproco;Discontinuo;con;1sg;Humano;pasado_perfecto
Exhaustivo;Noroeste;509;509102;Verbo_se;Si;escribir;Reciproco;Discontinuo_indirecto;con;1pl;Humano;pasado_perfecto
No_exhaustivo;Resto;1012;1012302;Verbo_se;Si;escribir;Reciproco;Indirecto;NA;1pl;Humano;pasado_perfecto
No_exhaustivo;Resto;4407;4407227;Verbo_se;Si;escribir;Reciproco;Indirecto;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;4407;4407229;Verbo_se;Si;escribir;Reciproco;Indirecto;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;1012;1012105;Verbo_se;Si;esperar;Reciproco;Directo;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;2321;2321142;Verbo_se;Si;faltar;Reciproco;Discontinuo;con;3pl;Humano;infinitivo
Exhaustivo;Resto;1907;1907107;Verbo_se;Si;fusionar;Reciproco_natural;Anticausativo;NA;1pl;NA;infinitivo
Exhaustivo;Resto;1907;1907109;Verbo_se;Si;fusionar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;1404;1404277;Verbo_se;Si;gustar;Reciproco;Directo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;2506;2506634;Verbo_se;Si;gustar;Reciproco;Directo;NA;1pl;Humano;presente
Exhaustivo;Resto;107;107359;Verbo_se;Si;hablar;Reciproco_natural;Indirecto;NA;3pl;Humano;presente
Exhaustivo;Noroeste;588;588379;Verbo_se;Si;hablar;Reciproco_natural;Discontinuo_indirecto;con;3sg;Humano;presente
No_exhaustivo;Resto;1014;1014168;Verbo_se;Si;hablar;Reciproco;Indirecto;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;1015;1015302;Verbo_se;Si;hablar;Reciproco_natural;Discontinuo_indirecto;con;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;1015;1015736;Verbo_se;Si;hablar;Reciproco_natural;Indirecto;NA;1pl;Humano;infinitivo
Exhaustivo;Resto;1414;1414302;Verbo_se;Si;hablar;Reciproco;Indirecto;NA;3pl;Humano;presente
Exhaustivo;Resto;1514;1514321;Verbo_se;Si;hablar;Reciproco_natural;Indirecto;NA;3pl;Humano;infinitivo
No_exhaustivo;Resto;2207;2207164;Verbo_se;Si;hablar;Reciproco;Indirecto;entre_ellos;3pl;Humano;presente
No_exhaustivo;Resto;2207;2207165;Verbo_se;Si;hablar;Reciproco;Indirecto;entre_ellos;3pl;Humano;presente
No_exhaustivo;Resto;2207;2207620;Verbo_se;Si;hablar;Reciproco;Discontinuo_indirecto;con;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3916;3916053;Verbo_se;No;hablar;Reciproco_natural;Indirecto;NA;1pl;Humano;pasado_perfecto
No_exhaustivo;Resto;4508;4508149;Verbo_se;Si;hablar;Reciproco;Indirecto;NA;3pl;Humano;presente
No_exhaustivo;Resto;4602;4602175;Verbo_se;Si;hablar;Reciproco_natural;Indirecto;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;103;103061;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente_subjuntivo
No_exhaustivo;Resto;103;103186;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
No_exhaustivo;Resto;204;204427;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;con;1sg;Humano;presente_perfecto
No_exhaustivo;Resto;204;204491;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;pasado_perfecto
No_exhaustivo;Resto;204;204569;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pluscuamperfecto
No_exhaustivo;Resto;204;204570;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;pasado_perfecto
No_exhaustivo;Resto;222;222307;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;de;1sg;Humano;pasado_perfecto
No_exhaustivo;Resto;222;222308;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;de;1sg;Humano;pasado_perfecto
No_exhaustivo;Resto;222;222474;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;de;1sg;Humano;pasado_perfecto
No_exhaustivo;Resto;723;723453;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_subjuntivo
Exhaustivo;Resto;1116;1116103;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;1228;1228031;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;1404;1404253;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;1404;1404267;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;con;1sg;Humano;pasado_perfecto
No_exhaustivo;Resto;1417;1417186;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;1417;1417190;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;con;2sg;Humano;infinitivo
No_exhaustivo;Resto;1417;1417193;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;1417;1417194;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;1417;1417202;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;1514;1514295;Verbo_se;Si;hacer;Reciproco;Indirecto;NA;3pl;Humano;presente
No_exhaustivo;Resto;1901;1901143;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
No_exhaustivo;Resto;2206;2206137;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
No_exhaustivo;Resto;2207;2207353;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;2222;2222350;Verbo_se;No;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;2303;2303305;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;2506;2506434;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;2515;2515166;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;2606;2606250;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2606;2606251;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
No_exhaustivo;Resto;2915;2915392;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;de;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;310;3100821;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;infinitivo
Exhaustivo;Resto;310;3100822;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;de;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3107;3107247;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;3412;3412097;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3423;3423344;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;infinitivo
Exhaustivo;Resto;3426;3426345;Verbo_se;Si;hacer;Reciproco;Indirecto;NA;3pl;Humano;condicional
Exhaustivo;Resto;4102;4102201;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
No_exhaustivo;Resto;4218;4218212;Verbo_se;Si;hacer;Reciproco;Indirecto;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;4227;4227139;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;2pl;Humano;presente
No_exhaustivo;Resto;4227;4227219;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;4508;4508124;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
No_exhaustivo;Resto;4508;4508131;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;2sg;Humano;presente_perfecto
No_exhaustivo;Resto;4508;4508153;Verbo_se;Si;hacer;Reciproco;Indirecto;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;1307;13070662;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;1307;13070680;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;1307;13070696;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;1307;13070700;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3001;30010899;Verbo_se;Si;hacer;Reciproco_natural;Anticausativo_discontinuo;de;1sg;Humano;presente
No_exhaustivo;Resto;1401;1401122;Verbo_se;Si;igualar;Reciproco_natural;Anticausativo_discontinuo;con;2sg;Humano;pasado_imperfecto
No_exhaustivo;Resto;1603;1603094;Verbo_se;Si;igualar;Reciproco_natural;Anticausativo;NA;3pl;Inanimado;futuro
No_exhaustivo;Resto;1603;1603095;Verbo_se;Si;igualar;Reciproco_natural;Anticausativo;NA;3pl;Inanimado;presente_subjuntivo
No_exhaustivo;Resto;1603;1603096;Verbo_se;Si;igualar;Reciproco_natural;Anticausativo;NA;3pl;Inanimado;presente_subjuntivo
No_exhaustivo;Resto;1636;1636235;Verbo_se;Si;igualar;Reciproco_natural;Anticausativo_discontinuo;con;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;1921;1921125;Verbo_se;Si;igualar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;1607;1607754;Verbo_se;Si;invitar;Reciproco;Directo;NA;3pl;Humano;presente
No_exhaustivo;Resto;1902;1902269;Verbo_se;Si;invitar;Reciproco;Directo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;109;109173;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;211;211012;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404007;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404009;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404012;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404376;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404411;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;404;404451;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;404;404497;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404558;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;404;404803;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Noroeste;588;588413;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;609;609343;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;716;716096;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3sg;Inanimado;presente
Exhaustivo;Resto;922;922388;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;922;922389;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;922;922394;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;959;959135;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
No_exhaustivo;Resto;959;959326;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo_discontinuo;con;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;1020;1020125;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;1020;1020126;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;1020;1020127;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;1020;1020128;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;1020;1020357;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;1107;1107120;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;1107;1107134;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_subjuntivo
Exhaustivo;Resto;1107;1107293;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;1116;1116112;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;1205;1205447;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;1232;1232189;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;1232;1232237;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
No_exhaustivo;Resto;1401;1401256;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;1404;1404299;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;1414;1414011;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;1414;1414517;Verbo_se;Si;juntar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_imperfecto
