Muestreo;Area_dialecta;COSERID;EjemploID;Tipo;Pron_reflexivo;Verbo;Tipo_semantico;Tipo_sintactico;Heavy_form;Persona_verbal;Animacion_sujeto;Tiempo_verbal
Exhaustivo;Resto;2637;2637282;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;2637;2637290;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;2637;2637302;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;2637;2637321;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2637;2637322;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;NA;Humano;infinitivo
Exhaustivo;Resto;2644;2644184;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;2644;2644240;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pluscuamperfecto
Exhaustivo;Resto;2644;2644268;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2644;2644283;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;2644;2644320;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;2644;2644325;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;2644;2644327;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;2644;2644443;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;2644;2644468;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;2644;2644470;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
Exhaustivo;Resto;2644;2644473;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
Exhaustivo;Noroeste;2803;2803362;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;310;3100625;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;310;3100626;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;infinitivo
Exhaustivo;Resto;310;3100813;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;310;3100820;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;infinitivo
Exhaustivo;Resto;310;3100836;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;infinitivo
Exhaustivo;Resto;310;3100837;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;310;3100842;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;presente
Exhaustivo;Resto;310;3100845;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;310;3100846;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;310;3100849;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;310;3100850;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;310;3100851;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;310;3100852;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;310;3100853;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente_perfecto
Exhaustivo;Resto;310;3100864;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;NA;Humano;infinitivo
Exhaustivo;Resto;310;3100867;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
Exhaustivo;Resto;310;3101005;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;3107;3107258;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;3107;3107259;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;?;Humano;pasado_imperfecto
Exhaustivo;Resto;3107;3107260;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;3209;3209115;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
No_exhaustivo;Resto;3209;3209125;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
No_exhaustivo;Resto;3209;3209126;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
No_exhaustivo;Resto;3209;3209127;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
No_exhaustivo;Resto;3209;3209128;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
No_exhaustivo;Resto;3209;3209129;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
No_exhaustivo;Resto;3209;3209131;Verbo_se;No;casar;Reciproco_natural;Anticausativo_discontinuo;NA;NA;Humano;infinitivo
No_exhaustivo;Resto;3209;3209133;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
No_exhaustivo;Resto;3209;3209134;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
No_exhaustivo;Resto;3209;3209135;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
No_exhaustivo;Resto;3209;3209138;Verbo_se;No;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1pl;Humano;infinitivo
No_exhaustivo;Resto;3209;3209148;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
No_exhaustivo;Resto;3209;3209156;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente_perfecto
No_exhaustivo;Resto;3209;3209158;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
No_exhaustivo;Resto;3209;3209172;Verbo_se;No;casar;Reciproco_natural;Anticausativo;NA;NA;Humano;infinitivo
Exhaustivo;Resto;3222;3222111;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3222;3222114;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;3222;3222115;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3222;3222121;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3;Humano;infinitivo
Exhaustivo;Noroeste;3301;3301125;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Noroeste;3301;3301136;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Noroeste;3301;3301139;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Noroeste;3301;3301140;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Noroeste;3301;3301141;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Noroeste;3301;3301150;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente_subjuntivo
Exhaustivo;Noroeste;3301;3301386;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Noroeste;3301;3301387;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Noroeste;3301;3301418;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Noroeste;3301;3301423;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Noroeste;3303;3303270;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Noroeste;3303;3303273;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;3423;3423346;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto_
Exhaustivo;Resto;3423;3423347;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;3423;3423349;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;3423;3423350;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;3423;3423353;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto_
Exhaustivo;Resto;3423;3423354;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto_
Exhaustivo;Resto;3423;3423355;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;presente
Exhaustivo;Resto;3423;3423356;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;presente
Exhaustivo;Resto;3423;3423373;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;3423;3423377;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426004;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426072;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426204;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426205;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente_perfecto
Exhaustivo;Resto;3426;3426208;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426209;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
Exhaustivo;Resto;3426;3426212;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426214;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426220;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426221;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426222;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426224;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426251;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;3426;3426256;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pluscuamperfecto
Exhaustivo;Resto;3426;3426257;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426261;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3426;3426327;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;infinitivo
Exhaustivo;Resto;3426;3426328;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426329;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;infinitivo
Exhaustivo;Resto;3426;3426332;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;3426;3426335;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426348;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3426;3426434;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3614;3614088;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1pl;Humano;presente
Exhaustivo;Resto;3614;3614089;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1pl;Humano;presente
Exhaustivo;Resto;3614;3614240;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;2sg;Humano;imperativo
Exhaustivo;Resto;3614;3614457;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3614;3614461;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3712;3712360;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3712;3712361;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3712;3712366;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;infinitivo
Exhaustivo;Resto;3712;3712373;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;infinitivo
Exhaustivo;Resto;3712;3712376;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;infinitivo
Exhaustivo;Resto;3712;3712383;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3712;3712384;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;3712;3712385;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;3712;3712386;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3712;3712396;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;3712;3712413;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3712;3712418;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;3712;3712450;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;3712;3712451;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;presente
Exhaustivo;Resto;3712;3712501;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3806;3806565;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3806;3806579;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3806;3806581;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901490;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3901;3901497;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901500;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;presente
Exhaustivo;Resto;3901;3901503;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;presente
Exhaustivo;Resto;3901;3901504;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3901;3901510;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3sg;Humano;pluscuamperfecto
Exhaustivo;Resto;3901;3901515;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901516;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901523;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901533;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901534;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901541;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3901;3901544;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901545;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1pl;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901546;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901549;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901550;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901551;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;presente_perfecto
Exhaustivo;Resto;3901;3901559;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901560;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901561;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;3901;3901805;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
Exhaustivo;Resto;3916;3916052;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;3916;3916055;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;3916;3916068;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3916;3916069;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;3916;3916074;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;3916;3916272;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;3916;3916279;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102042;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente
Exhaustivo;Resto;4102;4102098;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102099;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102199;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;4102;4102200;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_perfecto
Exhaustivo;Resto;4102;4102210;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;presente
Exhaustivo;Resto;4102;4102212;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;presente
Exhaustivo;Resto;4102;4102213;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente_perfecto
Exhaustivo;Resto;4102;4102239;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102254;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4102;4102255;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102256;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102259;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4102;4102260;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4102;4102261;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente_subjuntivo
Exhaustivo;Resto;4206;4206181;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4206;4206228;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1pl;Humano;presente_perfecto
Exhaustivo;Resto;4206;4206266;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4206;4206267;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4206;4206268;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;infinitivo
Exhaustivo;Resto;4206;4206269;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4206;4206270;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;infinitivo
Exhaustivo;Resto;4206;4206271;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;4206;4206272;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;1pl;Humano;presente
Exhaustivo;Resto;4206;4206277;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente_perfecto
Exhaustivo;Resto;4206;4206279;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;4206;4206281;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;3sg;Humano;presente
Exhaustivo;Resto;4206;4206412;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;2sg;Humano;pasado_imperfecto
Exhaustivo;Resto;4206;4206459;Verbo_se;Si;casar;Reciproco_natural;Anticausativo;NA;3pl;Humano;presente
Exhaustivo;Resto;4421;4421291;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4504;4504005;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;con;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4504;4504006;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4617;4617138;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3pl;Humano;presente
Exhaustivo;Resto;4617;4617141;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4706;4706027;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;4706;4706135;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4706;4706136;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1sg;Humano;pasado_perfecto
Exhaustivo;Resto;4706;4706137;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;1pl;Humano;pasado_imperfecto
Exhaustivo;Resto;4706;4706212;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;4706;4706265;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;4719;4719259;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;4719;4719268;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;pasado_perfecto
Exhaustivo;Resto;4719;4719274;Verbo_se;Si;casar;Reciproco_natural;Anticausativo_discontinuo;NA;3sg;Humano;presente_perfecto
